"name","scientific_name","description","image_link","cleaned_name","cleaned_description"
"Drever","Canis lupus familiaris","The Drever is a small-to-medium Swedish scenthound developed primarily for driving deer and other game at a steady pace, using scent and voice. It is a domestic dog breed characterized by short legs, a long body, and strong scenting ability.","https://a-z-animals.com/media/2018/09/shutterstock_1582622149-1024x535.jpg","drever","The [REDACTED] is a small-to-medium Swedish scenthound developed primarily for driving deer and other game at a steady pace, using scent and voice. It is a domestic dog breed characterized by short legs, a long body, and strong scenting ability."
"Dried Fruit Moth","Plodia interpunctella","A small pyralid moth whose larvae are major pests of stored foods, especially dried fruits, nuts, grains, and processed products; adults are often seen in kitchens/pantries while the damaging stage is the larva.","https://a-z-animals.com/media/2023/08/shutterstock-1613948383-huge-licensed-scaled-1024x683.jpg","dried fruit moth","A small pyralid [REDACTED] whose larvae are major pests of stored foods, especially [REDACTED] [REDACTED]s, nuts, grains, and processed products; adults are often seen in kitchens/pantries while the damaging stage is the larva."
"Dromornis stirtoni","Dromornis stirtoni","Dromornis stirtoni was a gigantic, flightless bird (a dromornithid) from Australia, known from the Miocene epoch. Dromornithids are an extinct lineage of very large birds generally considered part of the waterfowl-related clade (Galloanserae) and commonly placed within/near Anseriformes.","https://a-z-animals.com/media/2022/12/Dromornis_BW.jpg","dromornis stirtoni","[REDACTED] was a gigantic, flightless bird (a dromornithid) from Australia, known from the Miocene epoch. Dromornithids are an extinct lineage of very large birds generally considered part of the waterfowl-related clade (Galloanserae) and commonly placed within/near Anseriformes."
"Drum Fish","Sciaenidae","Sciaenidae (drums and croakers) are mostly coastal, bottom-associated ray-finned fishes known for sound production (“drumming”/croaking) using specialized muscles against the swim bladder. Many are important sport and commercial fishes.","https://a-z-animals.com/media/drum-fish-1.jpg","drum fish","Sciaenidae ([REDACTED]s and croakers) are mostly coastal, bottom-associated ray-finned [REDACTED]es known for sound production (“[REDACTED]ming”/croaking) using specialized muscles against the swim bladder. Many are important sport and commercial [REDACTED]es."
"Dubia Cockroach","Blaptica dubia","Blaptica dubia is a large, tropical blaberid cockroach widely bred as a feeder insect and sometimes kept as a pet. It is generally less able to climb smooth surfaces and less prone to household infestation compared with several pest cockroach species.","https://a-z-animals.com/media/2022/03/Dubia-Cockroach-header-1024x614.jpg","dubia cockroach","Blaptica [REDACTED] is a large, tropical blaberid [REDACTED] widely bred as a feeder insect and sometimes kept as a pet. It is generally less able to climb smooth surfaces and less prone to household infestation compared with several pest [REDACTED] species."
"Duck","Anatidae","Ducks are swimming waterbirds within the anseriform family Anatidae. They are characterized by webbed feet, a broad bill adapted for filtering or grazing, strong waterproof plumage, and diverse feeding strategies (dabbling, diving, grazing, and sea-duck foraging).","https://a-z-animals.com/media/2019/11/Duck-header-1024x439.jpg","duck","[REDACTED]s are swimming waterbirds within the anseriform family Anatidae. They are characterized by webbed feet, a broad bill adapted for filtering or grazing, strong waterproof plumage, and diverse feeding strategies (dabbling, diving, grazing, and sea-[REDACTED] foraging)."
"Dugong","Dugong dugon","The dugong is a large, fully aquatic marine mammal (a sirenian) and the only living species in family Dugongidae. It is a slow-moving herbivore specialized for grazing seagrass meadows in coastal tropical and subtropical waters.","https://a-z-animals.com/media/animals/images/original/dugong1.jpg","dugong","The [REDACTED] is a large, fully aquatic marine mammal (a sirenian) and the only living species in family [REDACTED]idae. It is a slow-moving herbivore specialized for grazing seagrass meadows in coastal tropical and subtropical waters."
"Dumeril’s Boa","Acrantophis dumerili","A medium-to-large, heavy-bodied, non-venomous boa endemic to Madagascar, known for a generally brown/tan patterned appearance and a largely terrestrial lifestyle.","https://a-z-animals.com/media/2022/05/acrantophis-dumeril-boa-shutterstock_2046528932-1024x614.jpg","dumeril's boa","A medium-to-large, heavy-bodied, non-venomous [REDACTED] endemic to Madagascar, known for a generally brown/tan patterned appearance and a largely terrestrial lifestyle."
"Dung Beetle","Scarabaeidae","Dung beetles are dung-feeding scarab beetles best known for rolling, burying, or dwelling in vertebrate feces. They play major ecological roles in nutrient cycling, soil aeration, seed dispersal, and parasite/flies suppression.","https://a-z-animals.com/media/2021/08/Dung-Beetle-header-1024x439.jpg","dung beetle","[REDACTED]s are [REDACTED]-feeding scarab [REDACTED]s best known for rolling, burying, or dwelling in vertebrate feces. They play major ecological roles in nutrient cycling, soil aeration, seed dispersal, and parasite/flies suppression."
"Dungeness Crab","Metacarcinus magister","A large, commercially important marine crab native to the northeast Pacific, prized for its sweet meat and targeted by major coastal fisheries.","https://a-z-animals.com/media/2022/03/shutterstock_45707116-1024x614.jpg","dungeness crab","A large, commercially important marine [REDACTED] native to the northeast Pacific, prized for its sweet meat and targeted by major coastal fisheries."
"Dunker","Canis lupus familiaris","The Dunker, also called the Norwegian Hound, is a medium-sized Norwegian scenthound developed for hunting (notably hare) using scent. It is typically athletic, endurance-oriented, and valued for strong tracking ability.","https://a-z-animals.com/media/2019/11/Norwegian_Hound_Dunker_4-1024x617.jpg","dunker","The [REDACTED], also called the Norwegian Hound, is a medium-sized Norwegian scenthound developed for hunting (notably hare) using scent. It is typically athletic, endurance-oriented, and valued for strong tracking ability."
"Dunkleosteus","Dunkleosteus","Dunkleosteus is an extinct genus of giant armored predatory fishes (placoderms) that lived in the Late Devonian (~382–358 million years ago). It is best known for its massive bony jaw plates forming a powerful biting apparatus and for being among the top marine predators of its time.","https://a-z-animals.com/media/2022/11/shutterstock_1974866069-1024x576.jpg","dunkleosteus","[REDACTED] is an extinct genus of giant armored predatory fishes (placoderms) that lived in the Late Devonian (~382–358 million years ago). It is best known for its massive bony jaw plates forming a powerful biting apparatus and for being among the top marine predators of its time."
"Dunnock","Prunella modularis","A small, slim passerine (songbird) native to much of Europe and parts of western Asia, often seen in gardens, hedgerows, scrub, and woodland edges. Not a true sparrow; it is an accentor.","https://a-z-animals.com/media/2022/03/shutterstock_1608371050-1024x614.jpg","dunnock","A small, slim passerine (songbird) native to much of Europe and parts of western Asia, often seen in gardens, hedgerows, scrub, and woodland edges. Not a true sparrow; it is an accentor."
"Dusky Dolphin","Lagenorhynchus obscurus","The dusky dolphin is a small, highly social oceanic dolphin known for energetic leaping and acrobatics, typically found in cool-temperate waters of the Southern Hemisphere and often forming large, fast-moving groups.","https://a-z-animals.com/media/animals/images/original/dusky_dolphin.jpg","dusky dolphin","The [REDACTED] is a small, highly social oceanic [REDACTED] known for energetic leaping and acrobatics, typically found in cool-temperate waters of the Southern Hemisphere and often forming large, fast-moving groups."
"Dusky Shark","Carcharhinus obscurus","The dusky shark is a large requiem shark found in warm-temperate to tropical oceans worldwide, typically along continental shelves and slopes. It is a slow-growing, late-maturing predator and is vulnerable to overfishing.","https://a-z-animals.com/media/2022/07/shutterstock_528523684-1024x687.jpg","dusky shark","The [REDACTED] is a large requiem [REDACTED] found in warm-temperate to tropical oceans worldwide, typically along continental shelves and slopes. It is a slow-growing, late-maturing predator and is vulnerable to overfishing."
"Dutch Rabbit","Oryctolagus cuniculus","The Dutch Rabbit is a well-known domestic rabbit breed characterized by a compact body and distinctive two-tone coloration pattern (a white blaze and chest with colored hindquarters and ears). It is kept primarily as a companion and show rabbit.","https://a-z-animals.com/media/2022/01/iStock-119198833-1024x681.jpg","dutch rabbit","The [REDACTED] is a well-known domestic [REDACTED] breed characterized by a compact body and distinctive two-tone coloration pattern (a white blaze and chest with colored hindquarters and ears). It is kept primarily as a companion and show [REDACTED]."
